Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	Begin Path	File Offset (s)	Center Freq (Hz)	Freq 5% (Hz)	Freq 25% (Hz)	Freq 75% (Hz)	Freq 95% (Hz)	BW 50% (Hz)	BW 90% (Hz)	Center Time Rel.	Time 5% Rel.	Time 25% Rel.	Time 75% Rel.	Time 95% Rel.	Dur 50% (s)	Dur 90% (s)	colour	source	type	site	pulse count
2499	Spectrogram 1	1	15052.733000000	15053.073501674	3296.703	3604.396	S1130_048K_LVR_10458035_20250520_023000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_023000.flac	52.7330	3468.750	3328.125	3445.312	3515.625	3585.938	70.312	257.812	0.4667	0.0667	0.3333	0.6667	1.0000	0.1067	0.2987	green	anuran	pulse	LVR	
2500	Spectrogram 1	1	15054.211500000	15054.525119962	3296.703	3575.092	S1130_048K_LVR_10458035_20250520_023000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_023000.flac	54.2115	3468.750	3304.688	3445.312	3492.188	3562.500	46.875	257.812	0.4615	0.0769	0.3077	0.6923	0.9231	0.1067	0.2347	green	anuran	pulse	LVR	
2501	Spectrogram 1	1	15055.806400000	15056.120019962	3267.399	3589.744	S1130_048K_LVR_10458035_20250520_023000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_023000.flac	55.8064	3468.750	3304.688	3445.312	3492.188	3585.938	46.875	281.250	0.5000	0.0714	0.3571	0.6429	0.9286	0.0853	0.2560	green	anuran	pulse	LVR	
2502	Spectrogram 1	1	15057.553800000	15057.840538252	3369.963	3589.744	S1130_048K_LVR_10458035_20250520_023000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_023000.flac	57.5538	3468.750	3398.438	3468.750	3515.625	3585.938	46.875	187.500	0.4615	0.0769	0.3846	0.6923	0.9231	0.0853	0.2347	green	anuran	pulse	LVR	
2505	Spectrogram 1	1	27600.053800000	27600.376380533	3311.355	3575.092	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	0.0538	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2506	Spectrogram 1	1	27601.209700000	27601.478517111	3369.963	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	1.2097	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2508	Spectrogram 1	1	27602.894300000	27603.234801674	3223.443	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	2.8943	3492.188	3445.312	3468.750	3492.188	3515.625	23.438	70.312	0.4667	0.2667	0.3333	0.5333	0.7333	0.0640	0.1493	green	anuran	pulse	LVR	
2513	Spectrogram 1	1	27608.566300000	27608.844077682	3340.659	3575.092	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	8.5663	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2515	Spectrogram 1	1	27610.707900000	27611.003598822	3326.007	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	10.7079	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2517	Spectrogram 1	1	27612.374500000	27612.670198822	3311.355	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	12.3745	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2519	Spectrogram 1	1	27613.888900000	27614.184598822	3326.007	3589.744	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	13.8889	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2521	Spectrogram 1	1	27615.367400000	27615.672059392	3340.659	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	15.3674	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2523	Spectrogram 1	1	27616.863800000	27617.177419962	3326.007	3589.744	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	16.8638	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2524	Spectrogram 1	1	27618.494600000	27618.754456541	3369.963	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	18.4946	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2527	Spectrogram 1	1	27620.017900000	27620.295677682	3311.355	3575.092	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	20.0179	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2529	Spectrogram 1	1	27621.317200000	27621.639780533	3296.703	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	21.3172	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2530	Spectrogram 1	1	27624.372700000	27624.632556540	3355.311	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	24.3727	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.6364	0.3636	0.4545	0.7273	0.9091	0.0640	0.1280	green	anuran	pulse	LVR	
2531	Spectrogram 1	1	27627.580600000	27627.930062244	3326.007	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	27.5806	3492.188	3445.312	3468.750	3492.188	3515.625	23.438	70.312	0.4375	0.2500	0.3125	0.5000	0.6875	0.0640	0.1493	green	anuran	pulse	LVR	
2532	Spectrogram 1	1	27630.062700000	27630.331517111	3399.267	3589.744	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	30.0627	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.6364	0.3636	0.4545	0.7273	0.9091	0.0640	0.1280	green	anuran	pulse	LVR	
2535	Spectrogram 1	1	27632.894200000	27633.189898822	3355.311	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	32.8942	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2538	Spectrogram 1	1	27634.623600000	27634.937219963	3282.051	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	34.6236	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2540	Spectrogram 1	1	27636.093200000	27636.379938251	3311.355	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	36.0932	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2541	Spectrogram 1	1	27637.276000000	27637.580659392	3340.659	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	37.2760	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2543	Spectrogram 1	1	27638.602100000	27638.951562244	3355.311	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	38.6021	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.4667	0.2667	0.3333	0.5333	0.7333	0.0640	0.1493	green	anuran	pulse	LVR	
2544	Spectrogram 1	1	27639.945200000	27640.258819963	3326.007	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	39.9452	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2546	Spectrogram 1	1	27641.102100000	27641.415719963	3296.703	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	41.1021	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2548	Spectrogram 1	1	27642.473100000	27642.786719963	3399.267	3589.744	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	42.4731	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2551	Spectrogram 1	1	27644.130800000	27644.462341103	3340.659	3648.352	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	44.1308	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.4667	0.2667	0.3333	0.5333	0.7333	0.0640	0.1493	green	anuran	pulse	LVR	
2553	Spectrogram 1	1	27645.698900000	27646.030441103	3326.007	3589.744	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	45.6989	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2556	Spectrogram 1	1	27652.240100000	27652.535798822	3282.051	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	52.2401	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5385	0.3077	0.3846	0.6154	0.8462	0.0640	0.1493	green	anuran	pulse	LVR	
2557	Spectrogram 1	1	27653.664900000	27653.978519963	3282.051	3619.048	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	53.6649	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5000	0.2857	0.3571	0.5714	0.7857	0.0640	0.1493	green	anuran	pulse	LVR	
2559	Spectrogram 1	1	27655.358400000	27655.734743956	3311.355	3633.700	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	55.3584	3492.188	3445.312	3468.750	3492.188	3515.625	23.438	70.312	0.4118	0.2353	0.2941	0.4706	0.6471	0.0640	0.1493	green	anuran	pulse	LVR	
2561	Spectrogram 1	1	27657.060900000	27657.392441103	3355.311	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	57.0609	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.4667	0.2667	0.3333	0.5333	0.7333	0.0640	0.1493	green	anuran	pulse	LVR	
2562	Spectrogram 1	1	27658.584200000	27658.861977681	3399.267	3604.396	S1130_048K_LVR_10458035_20250520_024500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_024500.flac	58.5842	3492.188	3468.750	3468.750	3492.188	3515.625	23.438	46.875	0.5833	0.3333	0.4167	0.6667	0.9167	0.0640	0.1493	green	anuran	pulse	LVR	
2607	Spectrogram 1	1	28201.209700000	28201.487477682	3267.399	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	1.2097	3539.062	3304.688	3445.312	3562.500	3585.938	117.188	281.250	0.7500	0.0833	0.4167	0.9167	1.0000	0.1280	0.2347	green	anuran	pulse	LVR	
2610	Spectrogram 1	1	28205.815400000	28206.093177681	3296.703	3575.092	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	5.8154	3539.062	3304.688	3445.312	3539.062	3562.500	93.750	257.812	0.7500	0.0833	0.4167	0.9167	1.0000	0.1280	0.2347	green	anuran	pulse	LVR	
2611	Spectrogram 1	1	28210.779600000	28211.075298822	3296.703	3604.396	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	10.7796	3515.625	3328.125	3468.750	3539.062	3585.938	70.312	257.812	0.7692	0.0769	0.4615	0.9231	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
2612	Spectrogram 1	1	28212.553800000	28212.876380533	3252.747	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	12.5538	3515.625	3281.250	3445.312	3539.062	3585.938	93.750	304.688	0.7143	0.0714	0.4286	0.9286	1.0000	0.1493	0.2773	green	anuran	pulse	LVR	
2613	Spectrogram 1	1	28214.059100000	28214.372719963	3252.747	3604.396	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	14.0591	3515.625	3304.688	3445.312	3539.062	3585.938	93.750	281.250	0.7692	0.0769	0.4615	0.9231	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
2614	Spectrogram 1	1	28215.421100000	28215.770562244	3282.051	3633.700	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	15.4211	3515.625	3328.125	3468.750	3562.500	3609.375	93.750	281.250	0.7500	0.0625	0.4375	0.9375	1.0000	0.1707	0.3200	green	anuran	pulse	LVR	
2615	Spectrogram 1	1	28216.711500000	28217.016159393	3296.703	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	16.7115	3515.625	3328.125	3468.750	3539.062	3585.938	70.312	257.812	0.7692	0.0769	0.4615	0.9231	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
2616	Spectrogram 1	1	28218.154100000	28218.449798822	3282.051	3619.048	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	18.1541	3539.062	3328.125	3492.188	3562.500	3609.375	70.312	281.250	0.6923	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2617	Spectrogram 1	1	28219.435500000	28219.722238251	3311.355	3633.700	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	19.4355	3539.062	3375.000	3515.625	3562.500	3632.812	46.875	257.812	0.6667	0.0833	0.3333	0.9167	1.0000	0.1493	0.2347	green	anuran	pulse	LVR	
2618	Spectrogram 1	1	28220.636200000	28220.949819963	3296.703	3604.396	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	20.6362	3515.625	3328.125	3468.750	3539.062	3585.938	70.312	257.812	0.7143	0.0714	0.4286	0.9286	1.0000	0.1493	0.2773	green	anuran	pulse	LVR	
2622	Spectrogram 1	1	28224.184600000	28224.498219963	3296.703	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	24.1846	3515.625	3328.125	3468.750	3539.062	3585.938	70.312	257.812	0.7143	0.0714	0.4286	0.9286	1.0000	0.1493	0.2773	green	anuran	pulse	LVR	
2623	Spectrogram 1	1	28225.896000000	28226.209619963	3326.007	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	25.8960	3515.625	3375.000	3492.188	3539.062	3585.938	46.875	210.938	0.7143	0.1429	0.4286	0.9286	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2635	Spectrogram 1	1	28246.944400000	28247.240098822	3267.399	3560.440	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	46.9444	3515.625	3304.688	3421.875	3539.062	3539.062	117.188	234.375	0.8462	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2636	Spectrogram 1	1	28248.091400000	28248.431901674	3311.355	3589.744	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	48.0914	3515.625	3375.000	3492.188	3539.062	3585.938	46.875	210.938	0.8000	0.1333	0.5333	0.8667	1.0000	0.1067	0.2773	green	anuran	pulse	LVR	
2638	Spectrogram 1	1	28249.265200000	28249.551938252	3340.659	3604.396	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	49.2652	3539.062	3375.000	3515.625	3562.500	3585.938	46.875	210.938	0.7500	0.0833	0.4167	0.9167	1.0000	0.1280	0.2347	green	anuran	pulse	LVR	
2640	Spectrogram 1	1	28250.501800000	28250.797498822	3340.659	3619.048	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	50.5018	3539.062	3375.000	3515.625	3562.500	3609.375	46.875	234.375	0.6923	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2642	Spectrogram 1	1	28251.863800000	28252.168459392	3326.007	3604.396	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	51.8638	3539.062	3351.562	3492.188	3539.062	3585.938	46.875	234.375	0.7692	0.0769	0.4615	0.9231	1.0000	0.1280	0.2560	green	anuran	pulse	LVR	
2644	Spectrogram 1	1	28253.181000000	28253.476698822	3311.355	3648.352	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	53.1810	3539.062	3375.000	3515.625	3562.500	3609.375	46.875	234.375	0.6923	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2645	Spectrogram 1	1	28258.566300000	28258.870959393	3355.311	3663.004	S1130_048K_LVR_10458035_20250520_030000.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_030000.flac	58.5663	3539.062	3398.438	3515.625	3562.500	3632.812	46.875	234.375	0.6923	0.0769	0.3846	0.9231	1.0000	0.1493	0.2560	green	anuran	pulse	LVR	
2678	Spectrogram 1	1	15604.552000000	15604.829777681	3296.703	3663.004	S1130_048K_LVR_10458035_20250520_031500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_031500.flac	4.5520	3515.625	3304.688	3421.875	3609.375	3656.250	187.500	351.562	0.3333	0.0000	0.1667	0.5833	0.9167	0.1067	0.2347	green	anuran	pulse	LVR	
2680	Spectrogram 1	1	15606.308300000	15606.612959393	3340.659	3604.396	S1130_048K_LVR_10458035_20250520_031500.flac	\\ag-clo-sa36102.ad.cornell.edu\W2\projects\2019_YCCB_Bermuda_S1130\Killifish\Audio Data\2025 BDAKFP LVR\S1130_048K_LVR_10458035_20250520_031500.flac	6.3083	3515.625	3351.562	3421.875	3539.062	3585.938	117.188	234.375	0.2308	0.0000	0.0769	0.5385	0.9231	0.1280	0.2560	green	anuran	pulse	LVR	
